Date,Close
9/17/2018,58.97
9/18/2018,56.99
9/19/2018,59.8
9/20/2018,59.67
9/21/2018,59.82
9/24/2018,59.94
9/25/2018,60.2
9/26/2018,61.92
9/27/2018,61.5
9/28/2018,52.95
10/1/2018,62.14
10/2/2018,60.2
10/3/2018,58.96
10/4/2018,56.37
10/5/2018,52.39
10/8/2018,50.11
10/9/2018,52.56
10/10/2018,51.38
10/11/2018,50.45
10/12/2018,51.76
10/15/2018,51.92
10/16/2018,55.32
10/17/2018,54.36
10/18/2018,52.78
10/19/2018,52
10/22/2018,52.19
10/23/2018,58.83
10/24/2018,57.7
10/25/2018,62.97
10/26/2018,66.18
10/29/2018,66.97
10/30/2018,65.98
10/31/2018,67.46
11/1/2018,68.86
11/2/2018,69.28
11/5/2018,68.28
11/6/2018,68.21
11/7/2018,69.63
11/8/2018,70.28
11/9/2018,70.1
11/12/2018,66.26
11/13/2018,67.75
11/14/2018,68.8
11/15/2018,69.69
11/16/2018,70.86
11/19/2018,70.69
11/20/2018,69.5
11/21/2018,67.64
11/23/2018,65.17
11/26/2018,69.2
11/27/2018,68.78
11/28/2018,69.57
11/29/2018,68.23
11/30/2018,70.1
12/3/2018,71.7
12/4/2018,71.94
12/6/2018,72.61
12/7/2018,71.59
12/10/2018,73.03
12/11/2018,73.35
12/12/2018,73.32
12/13/2018,75.36
12/14/2018,73.14
12/17/2018,69.68
12/18/2018,67.41
12/19/2018,66.59
12/20/2018,63.08
12/21/2018,63.95
12/24/2018,59.08
12/26/2018,65.22
12/27/2018,63.23
12/28/2018,66.77
12/31/2018,66.56
1/2/2019,62.02
1/3/2019,60.07
1/4/2019,63.54
1/7/2019,66.99
1/8/2019,67.07
1/9/2019,67.71
1/10/2019,68.99
1/11/2019,69.45
1/14/2019,66.88
1/15/2019,68.89
1/16/2019,69.21
1/17/2019,69.46
1/18/2019,60.45
1/22/2019,59.78
1/23/2019,57.52
1/24/2019,58.3
1/25/2019,59.41
1/28/2019,59.28
1/29/2019,59.49
1/30/2019,61.75
1/31/2019,61.4
2/1/2019,62.44
2/4/2019,62.58
2/5/2019,64.27
2/6/2019,63.44
2/7/2019,61.5
2/8/2019,61.16
2/11/2019,62.57
2/12/2019,62.36
2/13/2019,61.63
2/14/2019,60.75
2/15/2019,61.58
2/19/2019,61.13
2/20/2019,60.51
2/21/2019,58.25
2/22/2019,58.94
2/25/2019,59.75
2/26/2019,59.57
2/27/2019,62.95
2/28/2019,63.98
3/1/2019,58.96
3/4/2019,57.07
3/5/2019,55.31
3/6/2019,55.25
3/7/2019,55.32
3/8/2019,56.83
3/11/2019,58.18
3/12/2019,56.67
3/13/2019,57.79
3/14/2019,57.99
3/15/2019,55.09
3/18/2019,53.9
3/19/2019,53.49
3/20/2019,54.72
3/21/2019,54.8
3/22/2019,52.91
3/25/2019,52.08
3/26/2019,53.55
3/27/2019,54.97
3/28/2019,55.72
3/29/2019,55.97
4/1/2019,57.84
4/2/2019,57.18
4/3/2019,58.36
4/4/2019,53.56
4/5/2019,54.99
4/8/2019,54.64
4/9/2019,54.46
4/10/2019,55.21
4/11/2019,53.68
4/12/2019,53.54
4/15/2019,53.28
4/16/2019,54.67
4/17/2019,54.25
4/18/2019,54.65
4/22/2019,52.55
4/23/2019,52.78
4/24/2019,51.73
4/25/2019,49.53
4/26/2019,47.03
4/29/2019,48.29
4/30/2019,47.74
5/1/2019,46.8
5/2/2019,48.82
5/3/2019,51.01
5/6/2019,51.07
5/7/2019,49.41
5/8/2019,48.97
5/9/2019,48.4
5/10/2019,47.9
5/13/2019,45.4
5/14/2019,46.46
5/15/2019,46.39
5/16/2019,45.67
5/17/2019,42.21
5/20/2019,41.07
5/21/2019,41.02
5/22/2019,38.55
5/23/2019,39.1
5/24/2019,38.13
5/28/2019,37.74
5/29/2019,37.97
5/30/2019,37.64
5/31/2019,37.03
6/3/2019,35.79
6/4/2019,38.72
6/5/2019,39.32
6/6/2019,41.19
6/7/2019,40.9
6/10/2019,42.58
6/11/2019,43.42
6/12/2019,41.85
6/13/2019,42.78
6/14/2019,42.98
6/17/2019,45.01
6/18/2019,44.95
6/19/2019,45.29
6/20/2019,43.92
6/21/2019,44.37
6/24/2019,44.73
6/25/2019,43.95
6/26/2019,43.85
6/27/2019,44.57
6/28/2019,44.69
7/1/2019,45.43
7/2/2019,44.91
7/3/2019,46.98
7/5/2019,46.62
7/8/2019,46.07
7/9/2019,46.01
7/10/2019,47.78
7/11/2019,47.72
7/12/2019,49.02
7/15/2019,50.7
7/16/2019,50.48
7/17/2019,50.97
7/18/2019,50.71
7/19/2019,51.64
7/22/2019,51.14
7/23/2019,52.03
7/24/2019,52.98
7/25/2019,45.76
7/26/2019,45.61
7/29/2019,47.15
7/30/2019,48.45
7/31/2019,48.32
8/1/2019,46.77
8/2/2019,46.87
8/5/2019,45.66
8/6/2019,46.15
8/7/2019,46.68
8/8/2019,47.66
8/9/2019,47
8/12/2019,45.8
8/13/2019,47
8/14/2019,43.92
8/15/2019,43.13
8/16/2019,43.99
8/19/2019,45.37
8/20/2019,45.17
8/21/2019,44.17
8/22/2019,44.43
8/23/2019,42.28
8/26/2019,43
8/27/2019,42.82
8/28/2019,43.12
8/29/2019,44.34
8/30/2019,45.12
9/3/2019,45
9/4/2019,44.14
9/5/2019,45.92
9/6/2019,45.49
9/9/2019,46.36
9/10/2019,47.11
9/11/2019,49.42
9/12/2019,49.17
9/13/2019,49.04
9/16/2019,48.56
9/17/2019,48.96
9/18/2019,48.7
9/19/2019,49.32
9/20/2019,48.12
9/23/2019,48.25
9/24/2019,44.64
9/25/2019,45.74
9/26/2019,48.51
9/27/2019,48.43
9/30/2019,48.17
10/1/2019,48.94
10/2/2019,48.63
10/3/2019,46.61
10/4/2019,46.29
10/7/2019,47.54
10/8/2019,48.01
10/9/2019,48.91
10/10/2019,48.95
10/11/2019,49.58
10/14/2019,51.39
10/15/2019,51.58
10/16/2019,51.95
10/17/2019,52.39
10/18/2019,51.39
10/21/2019,50.7
10/22/2019,51.12
10/23/2019,50.94
10/24/2019,59.94
10/25/2019,65.63
10/28/2019,65.54
10/29/2019,63.24
10/30/2019,63
10/31/2019,62.98
11/1/2019,62.66
11/4/2019,63.49
11/5/2019,63.44
11/6/2019,65.32
11/7/2019,67.11
11/8/2019,67.43
11/11/2019,69.02
11/12/2019,69.99
11/13/2019,69.22
11/14/2019,69.87
11/15/2019,70.43
11/18/2019,70
11/19/2019,71.9
11/20/2019,70.44
11/21/2019,70.97
11/22/2019,66.61
11/25/2019,67.27
11/26/2019,65.78
11/27/2019,66.26
11/29/2019,65.99
12/2/2019,66.97
12/3/2019,67.24
12/4/2019,66.61
12/5/2019,66.07
12/6/2019,67.18
12/9/2019,67.91
12/10/2019,69.77
12/11/2019,70.54
12/12/2019,71.94
12/13/2019,71.68
12/16/2019,76.3
12/17/2019,75.8
12/18/2019,78.63
12/19/2019,80.81
12/20/2019,81.12
12/23/2019,83.84
12/24/2019,85.05
12/26/2019,86.19
12/27/2019,86.08
12/30/2019,82.94
12/31/2019,83.67
1/2/2020,86.05
1/3/2020,88.6
1/6/2020,90.31
1/7/2020,93.81
1/8/2020,98.43
1/9/2020,96.27
1/10/2020,95.63
1/13/2020,104.97
1/14/2020,107.58
1/15/2020,103.7
1/16/2020,102.7
1/17/2020,102.1
1/21/2020,109.44
1/22/2020,113.91
1/23/2020,114.44
1/24/2020,112.96
1/27/2020,111.6
1/28/2020,113.38
1/29/2020,116.2
1/30/2020,128.16
1/31/2020,130.11
2/3/2020,156
2/4/2020,177.41
2/5/2020,146.94
2/6/2020,149.79
2/7/2020,149.61
2/10/2020,154.26
2/11/2020,154.88
2/12/2020,153.46
2/13/2020,160.8
2/14/2020,160.01
2/18/2020,171.68
2/19/2020,183.48
2/20/2020,179.88
2/21/2020,180.2
2/24/2020,166.76
2/25/2020,159.98
2/26/2020,155.76
2/27/2020,135.8
2/28/2020,133.6
3/2/2020,148.72
3/3/2020,149.1
3/4/2020,149.9
3/5/2020,144.91
3/6/2020,140.7
3/9/2020,121.6
3/10/2020,129.07
3/11/2020,126.85
3/12/2020,112.11
3/13/2020,109.32
3/16/2020,89.01
3/17/2020,86.04
3/18/2020,72.24
3/19/2020,85.53
3/20/2020,85.51
3/23/2020,86.86
3/24/2020,101
3/25/2020,107.85
3/26/2020,105.63
3/27/2020,102.87
3/30/2020,100.43
3/31/2020,104.8
4/1/2020,96.31
4/2/2020,90.89
4/3/2020,96
4/6/2020,103.25
4/7/2020,109.09
4/8/2020,109.77
4/9/2020,114.6
4/13/2020,130.19
4/14/2020,141.98
4/15/2020,145.97
4/16/2020,149.04
4/17/2020,150.78
4/20/2020,149.27
4/21/2020,137.34
4/22/2020,146.42
4/23/2020,141.13
4/24/2020,145.03
4/27/2020,159.75
4/28/2020,153.82
4/29/2020,160.1
4/30/2020,156.38
5/1/2020,140.26
5/4/2020,152.24
5/5/2020,153.64
5/6/2020,156.52
5/7/2020,156.01
5/8/2020,163.88
5/11/2020,162.26
5/12/2020,161.88
5/13/2020,158.19
5/14/2020,160.67
5/15/2020,159.83
5/18/2020,162.73
5/19/2020,161.6
5/20/2020,163.11
5/21/2020,165.52
5/22/2020,163.38
5/26/2020,163.77
5/27/2020,164.05
5/28/2020,161.16
5/29/2020,167
6/1/2020,179.62
6/2/2020,176.31
6/3/2020,176.59
6/4/2020,172.88
6/5/2020,177.13
6/8/2020,189.98
6/9/2020,188.13
6/10/2020,205.01
6/11/2020,194.57
6/12/2020,187.06
6/15/2020,198.18
6/16/2020,196.43
6/17/2020,198.36
6/18/2020,200.79
6/19/2020,200.18
6/22/2020,198.86
6/23/2020,200.36
6/24/2020,192.17
6/25/2020,197.2
6/26/2020,191.95
6/29/2020,201.87
6/30/2020,215.96
7/1/2020,223.93
7/2/2020,241.73
7/6/2020,274.32
7/7/2020,277.97
7/8/2020,273.18
7/9/2020,278.86
7/10/2020,308.93
7/13/2020,299.41
7/14/2020,303.36
7/15/2020,309.2
7/16/2020,300.13
7/17/2020,300.17
7/20/2020,328.6
7/21/2020,313.67
7/22/2020,318.47
7/23/2020,302.61
7/24/2020,283.4
7/27/2020,307.92
7/28/2020,295.3
7/29/2020,299.82
7/30/2020,297.5
7/31/2020,286.15
8/3/2020,297
8/4/2020,297.4
8/5/2020,297
8/6/2020,297.92
8/7/2020,290.54
8/10/2020,283.71
8/11/2020,274.88
8/12/2020,310.95
8/13/2020,324.2
8/14/2020,330.14
8/17/2020,367.13
8/18/2020,377.42
8/19/2020,375.71
8/20/2020,400.37
8/21/2020,410
8/24/2020,402.84
8/25/2020,404.67
8/26/2020,430.63
8/27/2020,447.75
8/28/2020,442.68
8/31/2020,498.32
9/1/2020,475.05
9/2/2020,447.37
9/3/2020,407
9/4/2020,418.32
9/8/2020,330.21
9/9/2020,366.28
9/10/2020,371.34
9/11/2020,372.72
9/14/2020,419.62
9/15/2020,449.76
9/16/2020,441.76
9/17/2020,423.43
9/18/2020,442.15
9/21/2020,449.39
9/22/2020,424.23
9/23/2020,380.36
9/24/2020,387.79
9/25/2020,407.34
9/28/2020,421.2
9/29/2020,419.07
9/30/2020,429.01
10/1/2020,448.16
10/2/2020,415.09
10/5/2020,425.68
10/6/2020,413.98
10/7/2020,425.3
10/8/2020,425.92
10/9/2020,434
10/12/2020,442.3
10/13/2020,446.65
10/14/2020,461.3
10/15/2020,448.88
10/16/2020,439.67
10/19/2020,430.83
10/20/2020,421.94
10/21/2020,422.64
10/22/2020,425.79
10/23/2020,420.63
10/26/2020,420.28
10/27/2020,424.68
10/28/2020,406.02
10/29/2020,410.83
10/30/2020,388.04
11/2/2020,400.51
11/3/2020,423.9
11/4/2020,420.98
11/5/2020,438.09
11/6/2020,429.95
11/9/2020,421.26
11/10/2020,410.36
11/11/2020,417.13
11/12/2020,411.76
11/13/2020,408.5
11/16/2020,408.09
11/17/2020,441.61
11/18/2020,486.64
11/19/2020,499.27
11/20/2020,489.61
11/23/2020,521.85
11/24/2020,555.38
11/25/2020,574
11/27/2020,585.76
11/30/2020,567.6
12/1/2020,584.76
12/2/2020,568.82
12/3/2020,593.38
12/4/2020,599.04
12/7/2020,641.76
12/8/2020,649.88
12/9/2020,604.48
12/10/2020,627.07
12/11/2020,609.99
12/14/2020,639.83
12/15/2020,633.25
12/16/2020,622.77
12/17/2020,655.9
12/18/2020,695
12/21/2020,649.86
12/22/2020,640.34
12/23/2020,645.98
12/24/2020,661.77
12/28/2020,663.69
12/29/2020,665.99
12/30/2020,694.78
12/31/2020,705.67
1/4/2021,729.77
1/5/2021,735.11
1/6/2021,755.98
1/7/2021,816.04
1/8/2021,880.02
1/11/2021,811.19
1/12/2021,849.44
1/13/2021,854.41
1/14/2021,845
1/15/2021,826.16
1/19/2021,844.55
1/20/2021,850.45
1/21/2021,844.99
1/22/2021,846.64
1/25/2021,880.8
1/26/2021,883.09
1/27/2021,864.16
1/28/2021,835.43
1/29/2021,793.53
2/1/2021,839.81
2/2/2021,872.79
2/3/2021,854.69
2/4/2021,849.99
2/5/2021,852.23
2/8/2021,863.42
2/9/2021,849.46
2/10/2021,804.82
2/11/2021,811.66
2/12/2021,816.12
2/16/2021,796.22
2/17/2021,798.15
2/18/2021,787.38
2/19/2021,781.3
2/22/2021,714.5
2/23/2021,698.84
2/24/2021,742.02
2/25/2021,682.22
2/26/2021,675.5
3/1/2021,718.43
3/2/2021,686.44
3/3/2021,653.2
3/4/2021,621.44
3/5/2021,597.95
3/8/2021,563
3/9/2021,673.58
3/10/2021,668.06
3/11/2021,699.6
3/12/2021,693.73
3/15/2021,707.94
3/16/2021,676.88
3/17/2021,701.81
3/18/2021,653.16
3/19/2021,654.87
3/22/2021,670
3/23/2021,662.16
3/24/2021,630.27
3/25/2021,640.39
3/26/2021,618.71
3/29/2021,611.29
3/30/2021,635.62
3/31/2021,667.93
4/1/2021,661.75
4/5/2021,691.05
4/6/2021,691.62
4/7/2021,670.97
4/8/2021,683.8
4/9/2021,677.02
4/12/2021,701.98
4/13/2021,762.32
4/14/2021,732.23
4/15/2021,738.85
4/16/2021,739.78
4/19/2021,714.63
4/20/2021,718.99
4/21/2021,744.12
4/22/2021,719.69
4/23/2021,729.4
4/26/2021,738.2
4/27/2021,704.74
4/28/2021,694.4
4/29/2021,677
4/30/2021,709.44
5/3/2021,684.9
5/4/2021,673.6
5/5/2021,670.94
5/6/2021,663.54
5/7/2021,672.37
5/10/2021,629.04
5/11/2021,617.2
5/12/2021,589.89
5/13/2021,571.69
5/14/2021,589.74
5/17/2021,576.83
5/18/2021,577.87
5/19/2021,563.46
5/20/2021,586.78
5/21/2021,580.88
5/24/2021,606.44
5/25/2021,604.69
5/26/2021,619.13
5/27/2021,630.85
5/28/2021,625.22
6/1/2021,623.9
6/2/2021,605.12
6/3/2021,572.84
6/4/2021,599.05
6/7/2021,605.13
6/8/2021,603.59
6/9/2021,598.78
6/10/2021,610.12
6/11/2021,609.89
6/14/2021,617.69
6/15/2021,599.36
6/16/2021,604.87
6/17/2021,616.6
6/18/2021,623.31
6/21/2021,620.83
6/22/2021,623.71
6/23/2021,656.57
6/24/2021,679.82
6/25/2021,671.87
6/28/2021,688.72
6/29/2021,680.76
6/30/2021,679.7
7/1/2021,677.92
7/2/2021,678.9
7/6/2021,659.58
7/7/2021,644.65
7/8/2021,652.81
7/9/2021,656.95
7/12/2021,685.7
7/13/2021,668.54
7/14/2021,653.38
7/15/2021,650.6
7/16/2021,644.22
7/19/2021,646.22
7/20/2021,660.5
7/21/2021,655.29
7/22/2021,649.26
7/23/2021,643.38
7/26/2021,657.62
7/27/2021,644.78
7/28/2021,646.98
7/29/2021,677.35
7/30/2021,687.2
8/2/2021,709.67
8/3/2021,709.74
8/4/2021,710.92
8/5/2021,714.63
8/6/2021,699.1
8/9/2021,713.76
8/10/2021,709.99
8/11/2021,707.82
8/12/2021,722.25
8/13/2021,717.17
8/16/2021,686.17
8/17/2021,665.71
8/18/2021,688.99
8/19/2021,673.47
8/20/2021,680.26
8/23/2021,706.3
8/24/2021,708.49
8/25/2021,711.2
8/26/2021,701.16
8/27/2021,711.92
8/30/2021,730.91
8/31/2021,735.72
9/1/2021,734.09
9/2/2021,732.39
9/3/2021,733.57
9/7/2021,752.92
9/8/2021,753.87
9/9/2021,754.86
9/10/2021,736.27
9/13/2021,743
9/14/2021,744.49
9/15/2021,755.83
9/16/2021,756.99
9/17/2021,759.49
9/20/2021,730.17
9/21/2021,739.38
9/22/2021,751.94
9/23/2021,753.64
9/24/2021,774.39
9/27/2021,791.36
9/28/2021,777.56
9/29/2021,781.31
9/30/2021,775.48
10/1/2021,775.22
10/4/2021,781.53
10/5/2021,780.59
10/6/2021,782.75
10/7/2021,793.61
10/8/2021,785.49
10/11/2021,791.94
10/12/2021,805.72
10/13/2021,811.08
10/14/2021,818.32
10/15/2021,843.03
10/18/2021,870.11
10/19/2021,864.27
10/20/2021,865.8
10/21/2021,894
10/22/2021,909.68
10/25/2021,1024.86
10/26/2021,1018.43
10/27/2021,1037.86
10/28/2021,1077.04
10/29/2021,1114
11/1/2021,1208.59
11/2/2021,1172
11/3/2021,1213.86
11/4/2021,1229.91
11/5/2021,1222.09
11/8/2021,1162.94
11/9/2021,1023.5
11/10/2021,1067.95
11/11/2021,1063.51
11/12/2021,1033.42
11/15/2021,1013.39
11/16/2021,1054.73
11/17/2021,1089.01
11/18/2021,1096.38
11/19/2021,1137.06
11/22/2021,1156.87
11/23/2021,1109.03
11/24/2021,1116
11/26/2021,1081.92
11/29/2021,1136.99
11/30/2021,1144.76
12/1/2021,1095
12/2/2021,1084.6
12/3/2021,1014.97
12/6/2021,1009.01
12/7/2021,1051.75
12/8/2021,1068.96
12/9/2021,1003.8
12/10/2021,1017.03
12/13/2021,966.41
12/14/2021,958.51
12/15/2021,975.99
12/16/2021,926.92
12/17/2021,932.57
12/20/2021,899.94
12/21/2021,938.53
12/22/2021,1008.87
12/23/2021,1067
12/27/2021,1093.94
12/28/2021,1088.47
12/29/2021,1086.19
12/30/2021,1070.34
12/31/2021,1056.78
1/3/2022,1199.78
1/4/2022,1149.59
1/5/2022,1088.12
1/6/2022,1064.7
1/7/2022,1026.96
1/10/2022,1058.12
1/11/2022,1064.4
1/12/2022,1106.22
1/13/2022,1031.56
1/14/2022,1049.61
1/18/2022,1030.51
1/19/2022,995.65
1/20/2022,996.27
1/21/2022,943.9
1/24/2022,930
1/25/2022,918.4
1/26/2022,937.41
1/27/2022,829.1
1/28/2022,846.35
1/31/2022,936.72
2/1/2022,931.25
2/2/2022,905.66
2/3/2022,891.14
2/4/2022,923.32
2/7/2022,907.34
2/8/2022,922
2/9/2022,932
2/10/2022,904.55
2/11/2022,860
2/14/2022,875.76
2/15/2022,922.43
2/16/2022,923.39
2/17/2022,876.35
2/18/2022,856.98
2/22/2022,821.53
2/23/2022,764.04
2/24/2022,800.77
2/25/2022,809.87
2/28/2022,870.43
3/1/2022,864.37
3/2/2022,879.89
3/3/2022,839.29
3/4/2022,838.29
3/7/2022,804.58
3/8/2022,824.4
3/9/2022,858.97
3/10/2022,838.3
3/11/2022,795.35
3/14/2022,766.37
3/15/2022,801.89
3/16/2022,840.23
3/17/2022,871.6
3/18/2022,905.39
3/21/2022,921.16
3/22/2022,993.98
3/23/2022,999.11
3/24/2022,1013.92
3/25/2022,1010.64
3/28/2022,1091.84
3/29/2022,1099.57
3/30/2022,1093.99
3/31/2022,1077.6
4/1/2022,1084.59
4/4/2022,1145.45
4/5/2022,1091.26
4/6/2022,1045.76
4/7/2022,1057.26
4/8/2022,1025.49
4/11/2022,975.93
4/12/2022,986.95
4/13/2022,1022.37
4/14/2022,985
4/18/2022,1004.29
4/19/2022,1028.15
4/20/2022,977.2
4/21/2022,1008.78
4/22/2022,1005.05
4/25/2022,998.02
4/26/2022,876.42
4/27/2022,881.51
4/28/2022,877.51
4/29/2022,870.76
5/2/2022,902.94
5/3/2022,909.25
5/4/2022,952.62
5/5/2022,873.28
5/6/2022,865.65
5/9/2022,787.11
5/10/2022,800.04
5/11/2022,734
5/12/2022,728
5/13/2022,769.59
5/16/2022,724.37
5/17/2022,761.61
5/18/2022,709.81
5/19/2022,709.42
5/20/2022,663.9
5/23/2022,674.9
5/24/2022,628.16
5/25/2022,658.8
5/26/2022,707.73
5/27/2022,759.63
5/31/2022,758.26
6/1/2022,740.37
6/2/2022,775
6/3/2022,703.55
6/6/2022,714.84
6/7/2022,716.66
6/8/2022,725.6
6/9/2022,719.12
6/10/2022,696.69
6/13/2022,647.21
6/14/2022,662.67
